"";"Animal";"Component";"Value";"cgroups"
"99";"6833";"CO2";0,338795125;"6833"
"100";"6833";"CO2";0,338795125;"6833"
"101";"6833";"CO2";0,338795125;"6833"
"102";"6833";"CO2";0,338795125;"6833"
"103";"6833";"CO2";0,338795125;"6833"
"104";"6833";"CO2";0,338795125;"6833"
"105";"6833";"CO2";0,338795125;"6833"
"106";"6833";"CO2";0,338795125;"6833"
"107";"6833";"CO2";0,338795125;"6833"
"108";"6833";"CO2";0,338795125;"6833"
"109";"6833";"CO2";0,338795125;"6833"
"110";"6833";"CO2";0,338795125;"6833"
"111";"6833";"CO2";0,338795125;"6833"
"112";"6833";"CO2";0,338795125;"6833"
"113";"6833";"CO2";0,338795125;"6833"
"114";"6833";"CO2";0,338795125;"6833"
"115";"6833";"CO2";0,338795125;"6833"
"116";"6833";"CO2";0,338795125;"6833"
"117";"6833";"CO2";0,338795125;"6833"
"118";"6833";"CO2";0,338795125;"6833"
"119";"6833";"CO2";0,338795125;"6833"
"120";"6833";"CO2";0,338795125;"6833"
"121";"6833";"CO2";0,338795125;"6833"
"122";"6833";"CO2";0,338795125;"6833"
"123";"6833";"CO2";0,338795125;"6833"
"124";"6833";"CO2";0,338795125;"6833"
"125";"6833";"CO2";0,338795125;"6833"
"126";"6833";"CO2";0,338795125;"6833"
"127";"6833";"CO2";0,338795125;"6833"
"128";"6833";"CO2";0,338795125;"6833"
"129";"6833";"CO2";0,338795125;"6833"
"130";"6833";"CO2";0,338795125;"6833"
"131";"6833";"CO2";0,338795125;"6833"
"132";"6833";"CO2";0,338795125;"6833"
"133";"6833";"CO2";0,338795125;"6833"
"134";"6833";"CO2";0,338795125;"6833"
"135";"6833";"CO2";0,338795125;"6833"
"136";"6833";"CO2";0,338795125;"6833"
"137";"6833";"CO2";0,338795125;"6833"
"138";"6833";"CO2";0,338795125;"6833"
"139";"6833";"CO2";0,338795125;"6833"
"140";"6833";"CO2";0,338795125;"6833"
"141";"6833";"CO2";0,338795125;"6833"
"142";"6833";"CO2";0,338795125;"6833"
"143";"6833";"CO2";0,338795125;"6833"
"144";"6833";"CO2";0,338795125;"6833"
"145";"6833";"CO2";0,338795125;"6833"
"146";"6833";"CO2";0,338795125;"6833"
"147";"6833";"CO2";0,338795125;"6833"
"148";"6833";"CO2";0,338795125;"6833"
"149";"6833";"CO2";0,338795125;"6833"
"150";"6833";"CO2";0,338795125;"6833"
"151";"6833";"CO2";0,338795125;"6833"
"152";"6833";"CO2";0,338795125;"6833"
"153";"6833";"CO2";0,338795125;"6833"
"154";"6833";"CO2";0,338795125;"6833"
"155";"6833";"CO2";0,338795125;"6833"
"156";"6833";"CO2";0,338795125;"6833"
"157";"6833";"CO2";0,338795125;"6833"
"158";"6833";"CO2";0,338795125;"6833"
"159";"6833";"CO2";0,338795125;"6833"
"160";"6833";"CO2";0,338795125;"6833"
"161";"6833";"CO2";0,338795125;"6833"
"162";"6833";"CO2";0,338795125;"6833"
"163";"6833";"CO2";0,338795125;"CO2"
"164";"6833";"CO2";0,338795125;"CO2"
"165";"6833";"CO2";0,338795125;"CO2"
"166";"6833";"CO2";0,338795125;"CO2"
"167";"6833";"CO2";0,338795125;"CO2"
"168";"6833";"CO2";0,338795125;"CO2"
"169";"6833";"CO2";0,338795125;"CO2"
"170";"6833";"CO2";0,338795125;"CO2"
"171";"6833";"CO2";0,338795125;"CO2"
"172";"6833";"CO2";0,338795125;"CO2"
"173";"6833";"CO2";0,338795125;"CO2"
"174";"6833";"CO2";0,338795125;"CO2"
"175";"6833";"CO2";0,338795125;"CO2"
"176";"6833";"CO2";0,338795125;"CO2"
"177";"6833";"CO2";0,338795125;"CO2"
"178";"6833";"CO2";0,338795125;"CO2"
"179";"6833";"CO2";0,338795125;"CO2"
"180";"6833";"CO2";0,338795125;"CO2"
"181";"6833";"CO2";0,338795125;"CO2"
"182";"6833";"CO2";0,338795125;"CO2"
"183";"6833";"CO2";0,338795125;"CO2"
"184";"6833";"CO2";0,338795125;"CO2"
"185";"6833";"CO2";0,338795125;"CO2"
"186";"6833";"CO2";0,338795125;"CO2"
"187";"6833";"CO2";0,338795125;"CO2"
"188";"6833";"CO2";0,338795125;"CO2"
"189";"6833";"CO2";0,338795125;"CO2"
"190";"6833";"CO2";0,338795125;"CO2"
"191";"6833";"CO2";0,338795125;"CO2"
"192";"6833";"CO2";0,338795125;"CO2"
"193";"6833";"CO2";0,338795125;"CO2"
"194";"6833";"CO2";0,338795125;"CO2"
"195";"6833";"CO2";0,338795125;"CO2"
"196";"6833";"CO2";0,338795125;"CO2"
"197";"6833";"CO2";0,338795125;"CO2"
"198";"6833";"CO2";0,338795125;"CO2"
"199";"6833";"CO2";0,338795125;"CO2"
"200";"6833";"CO2";0,338795125;"CO2"
"201";"6833";"CO2";0,338795125;"CO2"
"202";"6833";"CO2";0,338795125;"CO2"
"203";"6833";"CO2";0,338795125;"CO2"
"204";"6833";"CO2";0,338795125;"CO2"
"205";"6833";"CO2";0,338795125;"CO2"
"206";"6833";"CO2";0,338795125;"CO2"
"207";"6833";"CO2";0,338795125;"CO2"
"208";"6833";"CO2";0,338795125;"CO2"
"209";"6833";"CO2";0,338795125;"CO2"
"210";"6833";"CO2";0,338795125;"CO2"
"211";"6833";"CO2";0,338795125;"CO2"
"212";"6833";"CO2";0,338795125;"CO2"
"213";"6833";"CO2";0,338795125;"CO2"
"214";"6833";"CO2";0,338795125;"CO2"
"215";"6833";"CO2";0,338795125;"CO2"
"216";"6833";"CO2";0,338795125;"CO2"
"217";"6833";"CO2";0,338795125;"CO2"
"218";"6833";"CO2";0,338795125;"CO2"
"219";"6833";"CO2";0,338795125;"CO2"
"220";"6833";"CO2";0,338795125;"CO2"
"221";"6833";"CO2";0,338795125;"CO2"
"222";"6833";"CO2";0,338795125;"CO2"
"223";"6833";"CO2";0,338795125;"CO2"
"224";"6833";"CO2";0,338795125;"CO2"
"225";"6833";"CO2";0,338795125;"CO2"
"226";"6833";"CO2";0,338795125;"CO2"
"227";"6833";"CO2";0,338795125;"CO2"
"228";"6833";"CO2";0,338795125;"CO2"
"229";"6833";"CO2";0,338795125;"CO2"
"230";"6833";"CO2";0,338795125;"CO2"
"231";"6833";"CO2";0,338795125;"CO2"
"232";"6833";"CO2";0,338795125;"CO2"
"233";"6833";"CO2";0,338795125;"CO2"
"234";"6833";"CO2";0,338795125;"CO2"
"235";"6833";"CO2";0,338795125;"CO2"
"236";"6833";"CO2";0,338795125;"CO2"
"237";"6833";"CO2";0,338795125;"CO2"
"238";"6833";"CO2";0,338795125;"CO2"
"239";"6833";"CO2";0,338795125;"CO2"
"240";"6833";"CO2";0,338795125;"CO2"
"241";"6833";"CO2";0,338795125;"CO2"
"242";"6833";"CO2";0,338795125;"CO2"
"243";"6833";"CO2";0,338795125;"CO2"
"244";"6833";"CO2";0,338795125;"CO2"
"245";"6833";"CO2";0,338795125;"CO2"
"246";"6833";"CO2";0,338795125;"CO2"
"247";"6833";"CO2";0,338795125;"CO2"
"248";"6833";"CO2";0,338795125;"CO2"
"249";"6833";"CO2";0,338795125;"CO2"
"250";"6833";"CO2";0,338795125;"CO2"
"251";"6833";"CO2";0,338795125;"CO2"
"252";"6833";"CO2";0,338795125;"CO2"
"253";"6833";"CO2";0,338795125;"CO2"
"254";"6833";"CO2";0,338795125;"CO2"
"255";"6833";"CO2";0,338795125;"CO2"
"256";"6833";"CO2";0,338795125;"CO2"
"257";"6833";"CO2";0,338795125;"CO2"
"258";"6833";"CO2";0,338795125;"CO2"
"259";"6833";"CO2";0,338795125;"CO2"
"260";"6833";"CO2";0,338795125;"CO2"
"261";"6833";"CO2";0,338795125;"CO2"
"262";"6833";"CO2";0,338795125;"CO2"
"263";"6833";"CO2";0,338795125;"CO2"
"264";"6833";"CO2";0,338795125;"CO2"
"265";"6833";"CO2";0,338795125;"CO2"
"266";"6833";"CO2";0,338795125;"CO2"
"267";"6833";"CO2";0,338795125;"CO2"
"268";"6833";"CO2";0,338795125;"CO2"
"269";"6833";"CO2";0,338795125;"CO2"
"270";"6833";"CO2";0,338795125;"CO2"
"271";"6833";"CO2";0,338795125;"CO2"
"272";"6833";"CO2";0,338795125;"CO2"
"273";"6833";"CO2";0,338795125;"CO2"
"274";"6833";"CO2";0,338795125;"CO2"
"275";"6833";"CO2";0,338795125;"CO2"
"276";"6833";"CO2";0,338795125;"CO2"
"277";"6833";"CO2";0,338795125;"CO2"
"278";"6833";"CO2";0,338795125;"CO2"
"279";"6833";"CO2";0,338795125;"CO2"
"280";"6833";"CO2";0,338795125;"CO2"
"281";"6833";"CO2";0,338795125;"CO2"
"282";"6833";"CO2";0,338795125;"CO2"
"283";"6833";"CO2";0,338795125;"CO2"
"284";"6833";"CO2";0,338795125;"CO2"
"285";"6833";"CO2";0,338795125;"CO2"
"286";"6833";"CO2";0,338795125;"CO2"
"287";"6833";"CO2";0,338795125;"CO2"
"288";"6833";"CO2";0,338795125;"CO2"
"289";"6833";"CO2";0,338795125;"CO2"
"290";"6833";"CO2";0,338795125;"CO2"
"291";"6833";"CO2";0,338795125;"CO2"
"292";"6833";"CO2";0,338795125;"CO2"
"293";"6833";"CO2";0,338795125;"CO2"
"294";"6833";"CO2";0,338795125;"CO2"
"295";"6833";"CO2";0,338795125;"CO2"
"296";"6833";"CO2";0,338795125;"CO2"
"297";"6833";"CO2";0,338795125;"CO2"
"298";"6833";"CO2";0,338795125;"CO2"
"299";"6833";"CO2";0,338795125;"CO2"
"300";"6833";"CO2";0,338795125;"CO2"
"301";"6833";"CO2";0,338795125;"CO2"
"302";"6833";"CO2";0,338795125;"CO2"
"303";"6833";"CO2";0,338795125;"CO2"
"304";"6833";"CO2";0,338795125;"CO2"
"305";"6833";"CO2";0,338795125;"CO2"
"306";"6833";"CO2";0,338795125;"CO2"
"307";"6833";"CO2";0,338795125;"CO2"
"308";"6833";"CO2";0,338795125;"CO2"
"309";"6833";"CO2";0,338795125;"CO2"
"310";"6833";"CO2";0,338795125;"CO2"
"311";"6833";"CO2";0,338795125;"CO2"
"312";"6833";"CO2";0,338795125;"CO2"
"313";"6833";"CO2";0,338795125;"CO2"
"314";"6833";"CO2";0,338795125;"CO2"
"315";"6833";"CO2";0,338795125;"CO2"
"316";"6833";"CO2";0,338795125;"CO2"
"317";"6833";"CO2";0,338795125;"CO2"
"318";"6833";"CO2";0,338795125;"CO2"
"319";"6833";"CO2";0,338795125;"CO2"
"320";"6833";"CO2";0,338795125;"CO2"
"321";"6833";"CO2";0,338795125;"CO2"
"322";"6833";"CO2";0,338795125;"CO2"
"323";"6833";"CO2";0,338795125;"CO2"
"324";"6833";"CO2";0,338795125;"CO2"
"325";"6833";"O2";0,338795125;"6833"
"326";"6833";"O2";0,338795125;"6833"
"327";"6833";"O2";0,338795125;"6833"
"328";"6833";"O2";0,338795125;"6833"
"329";"6833";"O2";0,338795125;"6833"
"330";"6833";"O2";0,338795125;"6833"
"331";"6833";"O2";0,338795125;"6833"
"332";"6833";"O2";0,338795125;"6833"
"333";"6833";"O2";0,338795125;"6833"
"334";"6833";"O2";0,338795125;"6833"
"335";"6833";"O2";0,338795125;"6833"
"336";"6833";"O2";0,338795125;"6833"
"337";"6833";"O2";0,338795125;"6833"
"338";"6833";"O2";0,338795125;"6833"
"339";"6833";"O2";0,338795125;"6833"
"340";"6833";"O2";0,338795125;"6833"
"341";"6833";"O2";0,338795125;"6833"
"342";"6833";"O2";0,338795125;"6833"
"343";"6833";"O2";0,338795125;"6833"
"344";"6833";"O2";0,338795125;"6833"
"345";"6833";"O2";0,338795125;"6833"
"346";"6833";"O2";0,338795125;"6833"
"347";"6833";"O2";0,338795125;"6833"
"348";"6833";"O2";0,338795125;"6833"
"349";"6833";"O2";0,338795125;"6833"
"350";"6833";"O2";0,338795125;"6833"
"351";"6833";"O2";0,338795125;"6833"
"352";"6833";"O2";0,338795125;"6833"
"353";"6833";"O2";0,338795125;"6833"
"354";"6833";"O2";0,338795125;"6833"
"355";"6833";"O2";0,338795125;"6833"
"356";"6833";"O2";0,338795125;"6833"
"357";"6833";"O2";0,338795125;"6833"
"358";"6833";"O2";0,338795125;"6833"
"359";"6833";"O2";0,338795125;"6833"
"360";"6833";"O2";0,338795125;"6833"
"361";"6833";"O2";0,338795125;"6833"
"362";"6833";"O2";0,338795125;"6833"
"363";"6833";"O2";0,338795125;"6833"
"364";"6833";"O2";0,338795125;"6833"
"365";"6833";"O2";0,338795125;"6833"
"366";"6833";"O2";0,338795125;"6833"
"367";"6833";"O2";0,338795125;"6833"
"368";"6833";"O2";0,338795125;"6833"
"369";"6833";"O2";0,338795125;"6833"
"370";"6833";"O2";0,338795125;"6833"
"371";"6833";"O2";0,338795125;"6833"
"372";"6833";"O2";0,338795125;"6833"
"373";"6833";"O2";0,338795125;"6833"
"374";"6833";"O2";0,338795125;"6833"
"375";"6833";"O2";0,338795125;"6833"
"376";"6833";"O2";0,338795125;"6833"
"377";"6833";"O2";0,338795125;"6833"
"378";"6833";"O2";0,338795125;"6833"
"379";"6833";"O2";0,338795125;"6833"
"380";"6833";"O2";0,338795125;"6833"
"381";"6833";"O2";0,338795125;"6833"
"382";"6833";"O2";0,338795125;"6833"
"383";"6833";"O2";0,338795125;"6833"
"384";"6833";"O2";0,338795125;"6833"
"385";"6833";"O2";0,338795125;"6833"
"386";"6833";"O2";0,338795125;"6833"
"387";"6833";"O2";0,338795125;"6833"
"388";"6833";"O2";0,338795125;"6833"
"389";"6833";"O2";0,338795125;"6833"
"390";"6833";"O2";0,338795125;"6833"
"391";"6833";"O2";0,338795125;"6833"
"392";"6833";"O2";0,338795125;"6833"
"393";"6833";"O2";0,338795125;"6833"
"394";"6833";"O2";0,338795125;"6833"
"395";"6833";"O2";0,338795125;"6833"
"396";"6833";"O2";0,338795125;"6833"
"397";"6833";"O2";0,338795125;"6833"
"398";"6833";"O2";0,338795125;"6833"
"399";"6833";"O2";0,338795125;"6833"
"400";"6833";"O2";0,338795125;"6833"
"401";"6833";"O2";0,338795125;"6833"
"402";"6833";"O2";0,338795125;"6833"
"403";"6833";"O2";0,338795125;"6833"
"404";"6833";"O2";0,338795125;"6833"
"405";"6833";"O2";0,338795125;"6833"
"406";"6833";"O2";0,338795125;"6833"
"407";"6833";"O2";0,338795125;"6833"
"408";"6833";"O2";0,338795125;"6833"
"409";"6833";"O2";0,338795125;"6833"
"410";"6833";"O2";0,338795125;"6833"
"411";"6833";"O2";0,338795125;"6833"
"412";"6833";"O2";0,338795125;"6833"
"413";"6833";"O2";0,338795125;"6833"
"414";"6833";"O2";0,338795125;"6833"
"415";"6833";"O2";0,338795125;"6833"
"416";"6833";"O2";0,338795125;"6833"
"417";"6833";"O2";0,338795125;"6833"
"418";"6833";"O2";0,338795125;"6833"
"419";"6833";"O2";0,338795125;"6833"
"420";"6833";"O2";0,338795125;"6833"
"421";"6833";"O2";0,338795125;"6833"
"422";"6833";"O2";0,338795125;"6833"
"423";"6833";"O2";0,338795125;"6833"
"424";"6833";"O2";0,338795125;"6833"
"425";"6833";"O2";0,338795125;"6833"
"426";"6833";"O2";0,338795125;"6833"
"427";"6833";"O2";0,338795125;"6833"
"428";"6833";"O2";0,338795125;"6833"
"429";"6833";"O2";0,338795125;"6833"
"430";"6833";"O2";0,338795125;"6833"
"431";"6833";"O2";0,338795125;"6833"
"432";"6833";"O2";0,338795125;"6833"
"433";"6833";"O2";0,338795125;"6833"
"434";"6833";"O2";0,338795125;"6833"
"435";"6833";"O2";0,338795125;"6833"
"436";"6833";"O2";0,338795125;"6833"
"437";"6833";"O2";0,338795125;"6833"
"438";"6833";"O2";0,338795125;"6833"
"439";"6833";"O2";0,338795125;"6833"
"440";"6833";"O2";0,338795125;"6833"
"441";"6833";"O2";0,338795125;"6833"
"442";"6833";"O2";0,338795125;"6833"
"443";"6833";"O2";0,338795125;"6833"
"444";"6833";"O2";0,338795125;"6833"
"445";"6833";"O2";0,338795125;"6833"
"446";"6833";"O2";0,338795125;"6833"
"447";"6833";"O2";0,338795125;"6833"
"448";"6833";"O2";0,338795125;"6833"
"449";"6833";"O2";0,338795125;"6833"
"450";"6833";"O2";0,338795125;"6833"
"451";"6833";"O2";0,338795125;"6833"
"452";"6833";"O2";0,338795125;"6833"
"453";"6833";"O2";0,338795125;"6833"
"454";"6833";"O2";0,338795125;"6833"
"455";"6833";"O2";0,338795125;"6833"
"456";"6833";"O2";0,338795125;"6833"
"457";"6833";"O2";0,338795125;"6833"
"458";"6833";"O2";0,338795125;"6833"
"459";"6833";"O2";0,338795125;"6833"
"460";"6833";"O2";0,338795125;"6833"
"461";"6833";"O2";0,338795125;"6833"
"462";"6833";"O2";0,338795125;"6833"
"463";"6833";"O2";0,338795125;"6833"
"464";"6833";"O2";0,338795125;"6833"
"465";"6833";"O2";0,338795125;"6833"
"466";"6833";"O2";0,338795125;"6833"
"467";"6833";"O2";0,338795125;"6833"
"468";"6833";"O2";0,338795125;"6833"
"469";"6833";"O2";0,338795125;"6833"
"470";"6833";"O2";0,338795125;"6833"
"471";"6833";"O2";0,338795125;"6833"
"472";"6833";"O2";0,338795125;"6833"
"473";"6833";"O2";0,338795125;"6833"
"474";"6833";"O2";0,338795125;"6833"
"475";"6833";"O2";0,338795125;"6833"
"476";"6833";"O2";0,338795125;"6833"
"477";"6833";"O2";0,338795125;"6833"
"478";"6833";"O2";0,338795125;"6833"
"479";"6833";"O2";0,338795125;"6833"
"480";"6833";"O2";0,338795125;"6833"
"481";"6833";"O2";0,338795125;"6833"
"482";"6833";"O2";0,338795125;"6833"
"483";"6833";"O2";0,338795125;"6833"
"484";"6833";"O2";0,338795125;"6833"
"485";"6833";"O2";0,338795125;"6833"
"486";"6833";"O2";0,338795125;"6833"
"487";"6833";"O2";0,338795125;"O2"
"488";"6833";"O2";0,338795125;"O2"
"489";"6833";"O2";0,338795125;"O2"
"490";"6833";"O2";0,338795125;"O2"
"491";"6833";"O2";0,338795125;"O2"
"492";"6833";"O2";0,338795125;"O2"
"493";"6833";"O2";0,338795125;"O2"
"494";"6833";"O2";0,338795125;"O2"
"495";"6833";"O2";0,338795125;"O2"
"496";"6833";"O2";0,338795125;"O2"
"497";"6833";"O2";0,338795125;"O2"
"498";"6833";"O2";0,338795125;"O2"
"499";"6833";"O2";0,338795125;"O2"
"500";"6833";"O2";0,338795125;"O2"
"501";"6833";"O2";0,338795125;"O2"
"502";"6833";"O2";0,338795125;"O2"
"503";"6833";"O2";0,338795125;"O2"
"504";"6833";"O2";0,338795125;"O2"
"505";"6833";"O2";0,338795125;"O2"
"506";"6833";"O2";0,338795125;"O2"
"507";"6833";"O2";0,338795125;"O2"
"508";"6833";"O2";0,338795125;"O2"
"509";"6833";"O2";0,338795125;"O2"
"510";"6833";"O2";0,338795125;"O2"
"511";"6833";"O2";0,338795125;"O2"
"512";"6833";"O2";0,338795125;"O2"
"513";"6833";"O2";0,338795125;"O2"
"514";"6833";"O2";0,338795125;"O2"
"515";"6833";"O2";0,338795125;"O2"
"516";"6833";"O2";0,338795125;"O2"
"517";"6833";"O2";0,338795125;"O2"
"518";"6833";"O2";0,338795125;"O2"
"519";"6833";"O2";0,338795125;"O2"
"520";"6833";"O2";0,338795125;"O2"
"521";"6833";"O2";0,338795125;"O2"
"522";"6833";"O2";0,338795125;"O2"
"523";"6833";"O2";0,338795125;"O2"
"524";"6833";"O2";0,338795125;"O2"
"525";"6833";"O2";0,338795125;"O2"
"526";"6833";"O2";0,338795125;"O2"
"527";"6833";"O2";0,338795125;"O2"
"528";"6833";"O2";0,338795125;"O2"
"529";"6833";"O2";0,338795125;"O2"
"530";"6833";"O2";0,338795125;"O2"
"531";"6833";"O2";0,338795125;"O2"
"532";"6833";"O2";0,338795125;"O2"
"533";"6833";"O2";0,338795125;"O2"
"534";"6833";"O2";0,338795125;"O2"
"535";"6833";"O2";0,338795125;"O2"
"536";"6833";"O2";0,338795125;"O2"
"537";"6833";"O2";0,338795125;"O2"
"538";"6833";"O2";0,338795125;"O2"
"539";"6833";"O2";0,338795125;"O2"
"540";"6833";"O2";0,338795125;"O2"
"541";"6833";"O2";0,338795125;"O2"
"542";"6833";"O2";0,338795125;"O2"
"543";"6833";"O2";0,338795125;"O2"
"544";"6833";"O2";0,338795125;"O2"
"545";"6833";"O2";0,338795125;"O2"
"546";"6833";"O2";0,338795125;"O2"
"547";"6833";"O2";0,338795125;"O2"
"548";"6833";"O2";0,338795125;"O2"
"549";"6833";"O2";0,338795125;"O2"
"550";"6833";"O2";0,338795125;"O2"
"551";"6833";"O2";0,338795125;"O2"
"552";"6833";"O2";0,338795125;"O2"
"553";"6833";"O2";0,338795125;"O2"
"554";"6833";"O2";0,338795125;"O2"
"555";"6833";"O2";0,338795125;"O2"
"556";"6833";"O2";0,338795125;"O2"
"557";"6833";"O2";0,338795125;"O2"
"558";"6833";"O2";0,338795125;"O2"
"559";"6833";"O2";0,338795125;"O2"
"560";"6833";"O2";0,338795125;"O2"
"561";"6833";"O2";0,338795125;"O2"
"562";"6833";"O2";0,338795125;"O2"
"563";"6833";"O2";0,338795125;"O2"
"564";"6833";"O2";0,338795125;"O2"
"565";"6833";"O2";0,338795125;"O2"
"566";"6833";"O2";0,338795125;"O2"
"567";"6833";"O2";0,338795125;"O2"
"568";"6833";"O2";0,338795125;"O2"
"569";"6833";"O2";0,338795125;"O2"
"570";"6833";"O2";0,338795125;"O2"
"571";"6833";"O2";0,338795125;"O2"
"572";"6833";"O2";0,338795125;"O2"
"573";"6833";"O2";0,338795125;"O2"
"574";"6833";"O2";0,338795125;"O2"
"575";"6833";"O2";0,338795125;"O2"
"576";"6833";"O2";0,338795125;"O2"
"577";"6833";"O2";0,338795125;"O2"
"578";"6833";"O2";0,338795125;"O2"
"579";"6833";"O2";0,338795125;"O2"
"580";"6833";"O2";0,338795125;"O2"
"581";"6833";"O2";0,338795125;"O2"
"582";"6833";"O2";0,338795125;"O2"
"583";"6833";"O2";0,338795125;"O2"
"584";"6833";"O2";0,338795125;"O2"
"585";"6833";"O2";0,338795125;"O2"
"586";"6833";"O2";0,338795125;"O2"
"587";"6833";"O2";0,338795125;"O2"
"588";"6833";"O2";0,338795125;"O2"
"589";"6833";"O2";0,338795125;"O2"
"590";"6833";"O2";0,338795125;"O2"
"591";"6833";"O2";0,338795125;"O2"
"592";"6833";"O2";0,338795125;"O2"
"593";"6833";"O2";0,338795125;"O2"
"594";"6833";"O2";0,338795125;"O2"
"595";"6833";"O2";0,338795125;"O2"
"596";"6833";"O2";0,338795125;"O2"
"597";"6833";"O2";0,338795125;"O2"
"598";"6833";"O2";0,338795125;"O2"
"599";"6833";"O2";0,338795125;"O2"
"600";"6833";"O2";0,338795125;"O2"
"601";"6833";"O2";0,338795125;"O2"
"602";"6833";"O2";0,338795125;"O2"
"603";"6833";"O2";0,338795125;"O2"
"604";"6833";"O2";0,338795125;"O2"
"605";"6833";"O2";0,338795125;"O2"
"606";"6833";"O2";0,338795125;"O2"
"607";"6833";"O2";0,338795125;"O2"
"608";"6833";"O2";0,338795125;"O2"
"609";"6833";"O2";0,338795125;"O2"
"610";"6833";"O2";0,338795125;"O2"
"611";"6833";"O2";0,338795125;"O2"
"612";"6833";"O2";0,338795125;"O2"
